title,rating,body,review_text,cleaned_text
Nice  mobile  light  weight and look  good,4,"I like  all , only  display  build  quality  is  low  no  gorrila  glass..protection. I  drop  only  one time  and  it  will  crack  accidently .","Nice  mobile  light  weight and look  good I like  all , only  display  build  quality  is  low  no  gorrila  glass..protection. I  drop  only  one time  and  it  will  crack  accidently .","Counter({'and': 2, 'i': 2, 'only': 2, 'nice': 1, 'mobile': 1, 'light': 1, 'weight': 1, 'look': 1, 'good': 1, 'like': 1, 'all': 1, 'display': 1, 'build': 1, 'quality': 1, 'is': 1, 'low': 1, 'no': 1, 'gorrila': 1, 'glass': 1, 'protection': 1, 'drop': 1, 'one': 1, 'time': 1, 'it': 1, 'will': 1, 'crack': 1, 'accidently': 1})"
CAMERA VERY POOR.,3,"Over all the Phone is fine. The worst part is the Camera, 48 MP is a joke, the photos are pixelated. Shoot in broad daylight its looks fine but zoom in and its pretty bad. Samsung I hope will come up with an update to make the camera really worth it.","CAMERA VERY POOR. Over all the Phone is fine. The worst part is the Camera, 48 MP is a joke, the photos are pixelated. Shoot in broad daylight its looks fine but zoom in and its pretty bad. Samsung I hope will come up with an update to make the camera really worth it.","Counter({'the': 5, 'camera': 3, 'is': 3, 'fine': 2, 'in': 2, 'its': 2, 'very': 1, 'poor': 1, 'over': 1, 'all': 1, 'phone': 1, 'worst': 1, 'part': 1, '48': 1, 'mp': 1, 'a': 1, 'joke': 1, 'photos': 1, 'are': 1, 'pixelated': 1, 'shoot': 1, 'broad': 1, 'daylight': 1, 'looks': 1, 'but': 1, 'zoom': 1, 'and': 1, 'pretty': 1, 'bad': 1, 'samsung': 1, 'i': 1, 'hope': 1, 'will': 1, 'come': 1, 'up': 1, 'with': 1, 'an': 1, 'update': 1, 'to': 1, 'make': 1, 'really': 1, 'worth': 1, 'it': 1})"
Genuine review,3,Phone is heavy. Camera quality is not upto the mark when compared with redmi note 9 and other phones in same category.Display is just average.Speed is good. Remaining all the features are good,Genuine review Phone is heavy. Camera quality is not upto the mark when compared with redmi note 9 and other phones in same category.Display is just average.Speed is good. Remaining all the features are good,"Counter({'is': 4, 'the': 2, 'good': 2, 'genuine': 1, 'review': 1, 'phone': 1, 'heavy': 1, 'camera': 1, 'quality': 1, 'not': 1, 'upto': 1, 'mark': 1, 'when': 1, 'compared': 1, 'with': 1, 'redmi': 1, 'note': 1, '9': 1, 'and': 1, 'other': 1, 'phones': 1, 'in': 1, 'same': 1, 'category': 1, 'display': 1, 'just': 1, 'average': 1, 'speed': 1, 'remaining': 1, 'all': 1, 'features': 1, 'are': 1})"
Good phone at the price range,4,Charger not working within a month of purchase.The mobile is very good for its price.The fingerprint & face recognition is not upto mark.Camera & battery are good,Good phone at the price range Charger not working within a month of purchase.The mobile is very good for its price.The fingerprint & face recognition is not upto mark.Camera & battery are good,"Counter({'good': 3, 'the': 3, 'price': 2, 'not': 2, 'is': 2, 'phone': 1, 'at': 1, 'range': 1, 'charger': 1, 'working': 1, 'within': 1, 'a': 1, 'month': 1, 'of': 1, 'purchase': 1, 'mobile': 1, 'very': 1, 'for': 1, 'its': 1, 'fingerprint': 1, 'face': 1, 'recognition': 1, 'upto': 1, 'mark': 1, 'camera': 1, 'battery': 1, 'are': 1})"
Don't  buy,1,"Fingerprint  sensor is very bad, camera quality is worst, battery life is not performing like a 6000 mah. Phone started hanging from the day 2nd. Build is good. Any phone of Xiaomi, even lower than this price will be performing much more better than this phone.","Don't  buy Fingerprint  sensor is very bad, camera quality is worst, battery life is not performing like a 6000 mah. Phone started hanging from the day 2nd. Build is good. Any phone of Xiaomi, even lower than this price will be performing much more better than this phone.","Counter({'is': 4, 'phone': 3, 'performing': 2, 'than': 2, 'this': 2, 'don': 1, 't': 1, 'buy': 1, 'fingerprint': 1, 'sensor': 1, 'very': 1, 'bad': 1, 'camera': 1, 'quality': 1, 'worst': 1, 'battery': 1, 'life': 1, 'not': 1, 'like': 1, 'a': 1, '6000': 1, 'mah': 1, 'started': 1, 'hanging': 1, 'from': 1, 'the': 1, 'day': 1, '2nd': 1, 'build': 1, 'good': 1, 'any': 1, 'of': 1, 'xiaomi': 1, 'even': 1, 'lower': 1, 'price': 1, 'will': 1, 'be': 1, 'much': 1, 'more': 1, 'better': 1})"
Just a android phone. Not a smart phone.,2,Delay in Screen response.No compass app runs as basic requirement of compass app doesn't meet.Front camera resolution is low.Phone gangs some time.Won't recommend at this price.,Just a android phone. Not a smart phone. Delay in Screen response.No compass app runs as basic requirement of compass app doesn't meet.Front camera resolution is low.Phone gangs some time.Won't recommend at this price.,"Counter({'phone': 3, 'a': 2, 'compass': 2, 'app': 2, 't': 2, 'just': 1, 'android': 1, 'not': 1, 'smart': 1, 'delay': 1, 'in': 1, 'screen': 1, 'response': 1, 'no': 1, 'runs': 1, 'as': 1, 'basic': 1, 'requirement': 1, 'of': 1, 'doesn': 1, 'meet': 1, 'front': 1, 'camera': 1, 'resolution': 1, 'is': 1, 'low': 1, 'gangs': 1, 'some': 1, 'time': 1, 'won': 1, 'recommend': 1, 'at': 1, 'this': 1, 'price': 1})"
Best Batter | Worst camera,3,"Although it says 48 MP camera, it just clicks  like a VGA shots or 5MP shots in a broad daylight. Don't know why with triple camera lense they give such poor quality. Battery life is good","Best Batter | Worst camera Although it says 48 MP camera, it just clicks  like a VGA shots or 5MP shots in a broad daylight. Don't know why with triple camera lense they give such poor quality. Battery life is good","Counter({'camera': 3, 'it': 2, 'a': 2, 'shots': 2, 'best': 1, 'batter': 1, 'worst': 1, 'although': 1, 'says': 1, '48': 1, 'mp': 1, 'just': 1, 'clicks': 1, 'like': 1, 'vga': 1, 'or': 1, '5mp': 1, 'in': 1, 'broad': 1, 'daylight': 1, 'don': 1, 't': 1, 'know': 1, 'why': 1, 'with': 1, 'triple': 1, 'lense': 1, 'they': 1, 'give': 1, 'such': 1, 'poor': 1, 'quality': 1, 'battery': 1, 'life': 1, 'is': 1, 'good': 1})"
Worst mobile I have ever bought,1,"The display of the mobile is so poor that even a 7000/8000 range cheap mobile has much better display than this mobile. The charging rate is so slow that it takes around 3 hours to charge the battery fully. It ruined the joy of buying a new mobile , extremely disappointed.","Worst mobile I have ever bought The display of the mobile is so poor that even a 7000/8000 range cheap mobile has much better display than this mobile. The charging rate is so slow that it takes around 3 hours to charge the battery fully. It ruined the joy of buying a new mobile , extremely disappointed.","Counter({'mobile': 5, 'the': 5, 'display': 2, 'of': 2, 'is': 2, 'so': 2, 'that': 2, 'a': 2, 'it': 2, 'worst': 1, 'i': 1, 'have': 1, 'ever': 1, 'bought': 1, 'poor': 1, 'even': 1, '7000': 1, '8000': 1, 'range': 1, 'cheap': 1, 'has': 1, 'much': 1, 'better': 1, 'than': 1, 'this': 1, 'charging': 1, 'rate': 1, 'slow': 1, 'takes': 1, 'around': 1, '3': 1, 'hours': 1, 'to': 1, 'charge': 1, 'battery': 1, 'fully': 1, 'ruined': 1, 'joy': 1, 'buying': 1, 'new': 1, 'extremely': 1, 'disappointed': 1})"
"The Sumsung mobile which I purchased from Amazon,",1,"The Sumsung Mobile which I purchased from Amazon, is very poor quality & getting hung & facing  so many times.Today I can't call also.Before that I want to return or replace this one. But nobody attends me.I am a prime member & purchase so many goods. So you people solve this problem.","The Sumsung mobile which I purchased from Amazon, The Sumsung Mobile which I purchased from Amazon, is very poor quality & getting hung & facing  so many times.Today I can't call also.Before that I want to return or replace this one. But nobody attends me.I am a prime member & purchase so many goods. So you people solve this problem.","Counter({'i': 5, 'so': 3, 'the': 2, 'sumsung': 2, 'mobile': 2, 'which': 2, 'purchased': 2, 'from': 2, 'amazon': 2, 'many': 2, 'this': 2, 'is': 1, 'very': 1, 'poor': 1, 'quality': 1, 'getting': 1, 'hung': 1, 'facing': 1, 'times': 1, 'today': 1, 'can': 1, 't': 1, 'call': 1, 'also': 1, 'before': 1, 'that': 1, 'want': 1, 'to': 1, 'return': 1, 'or': 1, 'replace': 1, 'one': 1, 'but': 1, 'nobody': 1, 'attends': 1, 'me': 1, 'am': 1, 'a': 1, 'prime': 1, 'member': 1, 'purchase': 1, 'goods': 1, 'you': 1, 'people': 1, 'solve': 1, 'problem': 1})"
Good,1,Battery is good lasts for 1day after continue net brwosingFingerprint is good as expectedCamera quality quite best,Good Battery is good lasts for 1day after continue net brwosingFingerprint is good as expectedCamera quality quite best,"Counter({'good': 3, 'is': 2, 'battery': 1, 'lasts': 1, 'for': 1, '1day': 1, 'after': 1, 'continue': 1, 'net': 1, 'brwosingfingerprint': 1, 'as': 1, 'expectedcamera': 1, 'quality': 1, 'quite': 1, 'best': 1})"
Good Budget Phone!,4,Camera quality I am wondering why there are claiming 48MP. Previously I used Samsung j7 max 16mp that can take better pictures.Battery Good.Processor Good for normal usage.Fingerprint sensor so Good.Overall good budget phone for normal usage.,Good Budget Phone! Camera quality I am wondering why there are claiming 48MP. Previously I used Samsung j7 max 16mp that can take better pictures.Battery Good.Processor Good for normal usage.Fingerprint sensor so Good.Overall good budget phone for normal usage.,"Counter({'good': 5, 'budget': 2, 'phone': 2, 'i': 2, 'for': 2, 'normal': 2, 'usage': 2, 'camera': 1, 'quality': 1, 'am': 1, 'wondering': 1, 'why': 1, 'there': 1, 'are': 1, 'claiming': 1, '48mp': 1, 'previously': 1, 'used': 1, 'samsung': 1, 'j7': 1, 'max': 1, '16mp': 1, 'that': 1, 'can': 1, 'take': 1, 'better': 1, 'pictures': 1, 'battery': 1, 'processor': 1, 'fingerprint': 1, 'sensor': 1, 'so': 1, 'overall': 1})"
A GREAT DEAL WITH A LITTLE CAVEAT,5,"A great Deal for its price. Doesn't feel any lag, screen feels fluid.Only Con is its camera which is still great for its price but not on par with mid-rangers.","A GREAT DEAL WITH A LITTLE CAVEAT A great Deal for its price. Doesn't feel any lag, screen feels fluid.Only Con is its camera which is still great for its price but not on par with mid-rangers.","Counter({'a': 3, 'great': 3, 'its': 3, 'deal': 2, 'with': 2, 'for': 2, 'price': 2, 'is': 2, 'little': 1, 'caveat': 1, 'doesn': 1, 't': 1, 'feel': 1, 'any': 1, 'lag': 1, 'screen': 1, 'feels': 1, 'fluid': 1, 'only': 1, 'con': 1, 'camera': 1, 'which': 1, 'still': 1, 'but': 1, 'not': 1, 'on': 1, 'par': 1, 'mid': 1, 'rangers': 1})"
Really monster is loaded. Awesome phone,5,With new replacement phone is very good and fast. Multi tasksing also more good. Battery life is awesome. On the whole best phone at this budget,Really monster is loaded. Awesome phone With new replacement phone is very good and fast. Multi tasksing also more good. Battery life is awesome. On the whole best phone at this budget,"Counter({'is': 3, 'phone': 3, 'awesome': 2, 'good': 2, 'really': 1, 'monster': 1, 'loaded': 1, 'with': 1, 'new': 1, 'replacement': 1, 'very': 1, 'and': 1, 'fast': 1, 'multi': 1, 'tasksing': 1, 'also': 1, 'more': 1, 'battery': 1, 'life': 1, 'on': 1, 'the': 1, 'whole': 1, 'best': 1, 'at': 1, 'this': 1, 'budget': 1})"
Worst Product and Service by Amazon,1,The product started lagging since day 1.Asked Amazon for replacement and they assures to send a engineer for inspection. The person never came and my inspection was marked resolved. It was a huge shame as I had gifted this to my Mom,Worst Product and Service by Amazon The product started lagging since day 1.Asked Amazon for replacement and they assures to send a engineer for inspection. The person never came and my inspection was marked resolved. It was a huge shame as I had gifted this to my Mom,"Counter({'and': 3, 'product': 2, 'amazon': 2, 'the': 2, 'for': 2, 'to': 2, 'a': 2, 'inspection': 2, 'my': 2, 'was': 2, 'worst': 1, 'service': 1, 'by': 1, 'started': 1, 'lagging': 1, 'since': 1, 'day': 1, '1': 1, 'asked': 1, 'replacement': 1, 'they': 1, 'assures': 1, 'send': 1, 'engineer': 1, 'person': 1, 'never': 1, 'came': 1, 'marked': 1, 'resolved': 1, 'it': 1, 'huge': 1, 'shame': 1, 'as': 1, 'i': 1, 'had': 1, 'gifted': 1, 'this': 1, 'mom': 1})"
"A good phone for online classes, good battery back up, decent camera and",5,Battery life is very good. But it's fast charger is slower than Redmi Note 5 pro normal charger.Camera quality is also good in this price range. I have purchased this mobile for my child's online classes. My child is fully satisfied with its performance.,"A good phone for online classes, good battery back up, decent camera and Battery life is very good. But it's fast charger is slower than Redmi Note 5 pro normal charger.Camera quality is also good in this price range. I have purchased this mobile for my child's online classes. My child is fully satisfied with its performance.","Counter({'good': 4, 'is': 4, 'for': 2, 'online': 2, 'classes': 2, 'battery': 2, 'camera': 2, 's': 2, 'charger': 2, 'this': 2, 'my': 2, 'child': 2, 'a': 1, 'phone': 1, 'back': 1, 'up': 1, 'decent': 1, 'and': 1, 'life': 1, 'very': 1, 'but': 1, 'it': 1, 'fast': 1, 'slower': 1, 'than': 1, 'redmi': 1, 'note': 1, '5': 1, 'pro': 1, 'normal': 1, 'quality': 1, 'also': 1, 'in': 1, 'price': 1, 'range': 1, 'i': 1, 'have': 1, 'purchased': 1, 'mobile': 1, 'fully': 1, 'satisfied': 1, 'with': 1, 'its': 1, 'performance': 1})"
Samsung Galaxy M12 Phone Review,4,"Phone is good with good batter back up, good finger Print sense, good speed for gaming as well as for other activities.Only drawback is poor display and , poor picture / photos quality. I'll not recommend this for Photo Lovers as quality of picture / photos are bad.","Samsung Galaxy M12 Phone Review Phone is good with good batter back up, good finger Print sense, good speed for gaming as well as for other activities.Only drawback is poor display and , poor picture / photos quality. I'll not recommend this for Photo Lovers as quality of picture / photos are bad.","Counter({'good': 4, 'for': 3, 'as': 3, 'phone': 2, 'is': 2, 'poor': 2, 'picture': 2, 'photos': 2, 'quality': 2, 'samsung': 1, 'galaxy': 1, 'm12': 1, 'review': 1, 'with': 1, 'batter': 1, 'back': 1, 'up': 1, 'finger': 1, 'print': 1, 'sense': 1, 'speed': 1, 'gaming': 1, 'well': 1, 'other': 1, 'activities': 1, 'only': 1, 'drawback': 1, 'display': 1, 'and': 1, 'i': 1, 'll': 1, 'not': 1, 'recommend': 1, 'this': 1, 'photo': 1, 'lovers': 1, 'of': 1, 'are': 1, 'bad': 1})"
Budget phone but it's not so good,4,"I am little bit worried about this product, it is 6000mAH battery but the charge exhausted within 24 hours. Second, charger is 15w fast charger but it takes almost 2hours 20 minutes for full charging. Third, Camera quality is not like 48mp. I am not fully satisfied with this product.","Budget phone but it's not so good I am little bit worried about this product, it is 6000mAH battery but the charge exhausted within 24 hours. Second, charger is 15w fast charger but it takes almost 2hours 20 minutes for full charging. Third, Camera quality is not like 48mp. I am not fully satisfied with this product.","Counter({'but': 3, 'it': 3, 'not': 3, 'is': 3, 'i': 2, 'am': 2, 'this': 2, 'product': 2, 'charger': 2, 'budget': 1, 'phone': 1, 's': 1, 'so': 1, 'good': 1, 'little': 1, 'bit': 1, 'worried': 1, 'about': 1, '6000mah': 1, 'battery': 1, 'the': 1, 'charge': 1, 'exhausted': 1, 'within': 1, '24': 1, 'hours': 1, 'second': 1, '15w': 1, 'fast': 1, 'takes': 1, 'almost': 1, '2hours': 1, '20': 1, 'minutes': 1, 'for': 1, 'full': 1, 'charging': 1, 'third': 1, 'camera': 1, 'quality': 1, 'like': 1, '48mp': 1, 'fully': 1, 'satisfied': 1, 'with': 1})"
Good Budget phone Great Performance but poor camera set up,4,This is a good budget phone. 6GB Ram is a plus point here. Display is decent. 90 Hz makes a difference while scrolling and feels smooth. Loaded with good Samsung features. Rear Camera is decent in day lightings. Front camera is poor. Phone is heavy but its ok once get habitual to it.,Good Budget phone Great Performance but poor camera set up This is a good budget phone. 6GB Ram is a plus point here. Display is decent. 90 Hz makes a difference while scrolling and feels smooth. Loaded with good Samsung features. Rear Camera is decent in day lightings. Front camera is poor. Phone is heavy but its ok once get habitual to it.,"Counter({'is': 6, 'good': 3, 'phone': 3, 'camera': 3, 'a': 3, 'budget': 2, 'but': 2, 'poor': 2, 'decent': 2, 'great': 1, 'performance': 1, 'set': 1, 'up': 1, 'this': 1, '6gb': 1, 'ram': 1, 'plus': 1, 'point': 1, 'here': 1, 'display': 1, '90': 1, 'hz': 1, 'makes': 1, 'difference': 1, 'while': 1, 'scrolling': 1, 'and': 1, 'feels': 1, 'smooth': 1, 'loaded': 1, 'with': 1, 'samsung': 1, 'features': 1, 'rear': 1, 'in': 1, 'day': 1, 'lightings': 1, 'front': 1, 'heavy': 1, 'its': 1, 'ok': 1, 'once': 1, 'get': 1, 'habitual': 1, 'to': 1, 'it': 1})"
Superb✌,4,The item was superb and premium quality and the camera quality was best but I don't know why people are hating it . Thank you Amazon for giving us a great item🤗🤗😍,Superb✌ The item was superb and premium quality and the camera quality was best but I don't know why people are hating it . Thank you Amazon for giving us a great item🤗🤗😍,"Counter({'superb': 2, 'the': 2, 'item': 2, 'was': 2, 'and': 2, 'quality': 2, 'premium': 1, 'camera': 1, 'best': 1, 'but': 1, 'i': 1, 'don': 1, 't': 1, 'know': 1, 'why': 1, 'people': 1, 'are': 1, 'hating': 1, 'it': 1, 'thank': 1, 'you': 1, 'amazon': 1, 'for': 1, 'giving': 1, 'us': 1, 'a': 1, 'great': 1})"
Costly : it should be under 7000,3,It is quite slow,Costly : it should be under 7000 It is quite slow,"Counter({'it': 2, 'costly': 1, 'should': 1, 'be': 1, 'under': 1, '7000': 1, 'is': 1, 'quite': 1, 'slow': 1})"
Budget friendly phone,4,"Bought the mobile for 13000,worth the money.Fingerprint reader is averageBattery life goodCamera quality is averagePerformance is good","Budget friendly phone Bought the mobile for 13000,worth the money.Fingerprint reader is averageBattery life goodCamera quality is averagePerformance is good","Counter({'is': 3, 'the': 2, 'budget': 1, 'friendly': 1, 'phone': 1, 'bought': 1, 'mobile': 1, 'for': 1, '13000': 1, 'worth': 1, 'money': 1, 'fingerprint': 1, 'reader': 1, 'averagebattery': 1, 'life': 1, 'goodcamera': 1, 'quality': 1, 'averageperformance': 1, 'good': 1})"
Overall average mobile in this range,3,"Other brands are giving better quality, but I have never tried samsung this time i tried to check and it's failed for me..","Overall average mobile in this range Other brands are giving better quality, but I have never tried samsung this time i tried to check and it's failed for me..","Counter({'this': 2, 'i': 2, 'tried': 2, 'overall': 1, 'average': 1, 'mobile': 1, 'in': 1, 'range': 1, 'other': 1, 'brands': 1, 'are': 1, 'giving': 1, 'better': 1, 'quality': 1, 'but': 1, 'have': 1, 'never': 1, 'samsung': 1, 'time': 1, 'to': 1, 'check': 1, 'and': 1, 'it': 1, 's': 1, 'failed': 1, 'for': 1, 'me': 1})"
Worst phone in market in this range !!,1,"Worst phone in market in this range. Screen quality very bad, camera very bad, screen touch not working well, getting hanged. Samsung disappointed. Amazon thanks for your great support to accept return request after knowing the details !","Worst phone in market in this range !! Worst phone in market in this range. Screen quality very bad, camera very bad, screen touch not working well, getting hanged. Samsung disappointed. Amazon thanks for your great support to accept return request after knowing the details !","Counter({'in': 4, 'worst': 2, 'phone': 2, 'market': 2, 'this': 2, 'range': 2, 'screen': 2, 'very': 2, 'bad': 2, 'quality': 1, 'camera': 1, 'touch': 1, 'not': 1, 'working': 1, 'well': 1, 'getting': 1, 'hanged': 1, 'samsung': 1, 'disappointed': 1, 'amazon': 1, 'thanks': 1, 'for': 1, 'your': 1, 'great': 1, 'support': 1, 'to': 1, 'accept': 1, 'return': 1, 'request': 1, 'after': 1, 'knowing': 1, 'the': 1, 'details': 1})"
Perfect Product,5,Using few months..... no problem arise... GOOD Product,Perfect Product Using few months..... no problem arise... GOOD Product,"Counter({'product': 2, 'perfect': 1, 'using': 1, 'few': 1, 'months': 1, 'no': 1, 'problem': 1, 'arise': 1, 'good': 1})"
Very Poor front camera. not recommended to buy who want good camera.,2,Very Poor front camera. not recommended to buy who want good camera. battery backup also not at per as 6000 mah battery. camera features is very less. no slow motion video features available.,Very Poor front camera. not recommended to buy who want good camera. Very Poor front camera. not recommended to buy who want good camera. battery backup also not at per as 6000 mah battery. camera features is very less. no slow motion video features available.,"Counter({'camera': 5, 'very': 3, 'not': 3, 'poor': 2, 'front': 2, 'recommended': 2, 'to': 2, 'buy': 2, 'who': 2, 'want': 2, 'good': 2, 'battery': 2, 'features': 2, 'backup': 1, 'also': 1, 'at': 1, 'per': 1, 'as': 1, '6000': 1, 'mah': 1, 'is': 1, 'less': 1, 'no': 1, 'slow': 1, 'motion': 1, 'video': 1, 'available': 1})"
Mobile with good battery life and good fingerprint sensor but average camera quality,4,I have been using this mobile from last 20 days. The battey life of this mobile is just awesome 👌.The fingerprint reader in also good and I like the fingerprint system at power on button.This mobile make me sad by seeing the camera quality. Offcourse camera dosen't matter if you are not interested to click more photos,Mobile with good battery life and good fingerprint sensor but average camera quality I have been using this mobile from last 20 days. The battey life of this mobile is just awesome 👌.The fingerprint reader in also good and I like the fingerprint system at power on button.This mobile make me sad by seeing the camera quality. Offcourse camera dosen't matter if you are not interested to click more photos,"Counter({'mobile': 4, 'the': 4, 'good': 3, 'fingerprint': 3, 'camera': 3, 'this': 3, 'life': 2, 'and': 2, 'quality': 2, 'i': 2, 'with': 1, 'battery': 1, 'sensor': 1, 'but': 1, 'average': 1, 'have': 1, 'been': 1, 'using': 1, 'from': 1, 'last': 1, '20': 1, 'days': 1, 'battey': 1, 'of': 1, 'is': 1, 'just': 1, 'awesome': 1, 'reader': 1, 'in': 1, 'also': 1, 'like': 1, 'system': 1, 'at': 1, 'power': 1, 'on': 1, 'button': 1, 'make': 1, 'me': 1, 'sad': 1, 'by': 1, 'seeing': 1, 'offcourse': 1, 'dosen': 1, 't': 1, 'matter': 1, 'if': 1, 'you': 1, 'are': 1, 'not': 1, 'interested': 1, 'to': 1, 'click': 1, 'more': 1, 'photos': 1})"
This product is not as expected,2,This product has many issues:1. Mobile will show many attempts has been done to unlock the phone even if ur phone is in ur pocket.2. Mobile shows wrong network name on the screen.3. Heating problem.4. Sometime apps close suddenly.5. Internet drop issue.,This product is not as expected This product has many issues:1. Mobile will show many attempts has been done to unlock the phone even if ur phone is in ur pocket.2. Mobile shows wrong network name on the screen.3. Heating problem.4. Sometime apps close suddenly.5. Internet drop issue.,"Counter({'this': 2, 'product': 2, 'is': 2, 'has': 2, 'many': 2, 'mobile': 2, 'the': 2, 'phone': 2, 'ur': 2, 'not': 1, 'as': 1, 'expected': 1, 'issues': 1, '1': 1, 'will': 1, 'show': 1, 'attempts': 1, 'been': 1, 'done': 1, 'to': 1, 'unlock': 1, 'even': 1, 'if': 1, 'in': 1, 'pocket': 1, '2': 1, 'shows': 1, 'wrong': 1, 'network': 1, 'name': 1, 'on': 1, 'screen': 1, '3': 1, 'heating': 1, 'problem': 1, '4': 1, 'sometime': 1, 'apps': 1, 'close': 1, 'suddenly': 1, '5': 1, 'internet': 1, 'drop': 1, 'issue': 1})"
Great product,5,"The display, camera, touch, everything is great. The battery backup is great. Just that it's a bit heavy.","Great product The display, camera, touch, everything is great. The battery backup is great. Just that it's a bit heavy.","Counter({'great': 3, 'the': 2, 'is': 2, 'product': 1, 'display': 1, 'camera': 1, 'touch': 1, 'everything': 1, 'battery': 1, 'backup': 1, 'just': 1, 'that': 1, 'it': 1, 's': 1, 'a': 1, 'bit': 1, 'heavy': 1})"
Nice choice except the camera.,3,"I bought this mobile for my father,  will be a good fit for him but only backdrop for this mobile will be camera , there's no proper quality for images captured by this mobile (Both front and Rear Camera quality is poor) rest all features are upto the mark .","Nice choice except the camera. I bought this mobile for my father,  will be a good fit for him but only backdrop for this mobile will be camera , there's no proper quality for images captured by this mobile (Both front and Rear Camera quality is poor) rest all features are upto the mark .","Counter({'for': 4, 'camera': 3, 'this': 3, 'mobile': 3, 'the': 2, 'will': 2, 'be': 2, 'quality': 2, 'nice': 1, 'choice': 1, 'except': 1, 'i': 1, 'bought': 1, 'my': 1, 'father': 1, 'a': 1, 'good': 1, 'fit': 1, 'him': 1, 'but': 1, 'only': 1, 'backdrop': 1, 'there': 1, 's': 1, 'no': 1, 'proper': 1, 'images': 1, 'captured': 1, 'by': 1, 'both': 1, 'front': 1, 'and': 1, 'rear': 1, 'is': 1, 'poor': 1, 'rest': 1, 'all': 1, 'features': 1, 'are': 1, 'upto': 1, 'mark': 1})"
Value for money,5,"The media could not be loaded.
                




   Its a good product In its segment.. does pretty much everything for an average user who uses the phone for normal apps and not too heavy usage.. rest everything is premium","Value for money The media could not be loaded.
                




   Its a good product In its segment.. does pretty much everything for an average user who uses the phone for normal apps and not too heavy usage.. rest everything is premium","Counter({'for': 3, 'the': 2, 'not': 2, 'its': 2, 'everything': 2, 'value': 1, 'money': 1, 'media': 1, 'could': 1, 'be': 1, 'loaded': 1, 'a': 1, 'good': 1, 'product': 1, 'in': 1, 'segment': 1, 'does': 1, 'pretty': 1, 'much': 1, 'an': 1, 'average': 1, 'user': 1, 'who': 1, 'uses': 1, 'phone': 1, 'normal': 1, 'apps': 1, 'and': 1, 'too': 1, 'heavy': 1, 'usage': 1, 'rest': 1, 'is': 1, 'premium': 1})"
"it's not worthy,",3,"Camera quality is avarage . display quality also bad,10000 segment worst mobile.dust in side the mobile box and top of display. when open the mobile box i found so much dust on mobile screen","it's not worthy, Camera quality is avarage . display quality also bad,10000 segment worst mobile.dust in side the mobile box and top of display. when open the mobile box i found so much dust on mobile screen","Counter({'mobile': 4, 'quality': 2, 'display': 2, 'dust': 2, 'the': 2, 'box': 2, 'it': 1, 's': 1, 'not': 1, 'worthy': 1, 'camera': 1, 'is': 1, 'avarage': 1, 'also': 1, 'bad': 1, '10000': 1, 'segment': 1, 'worst': 1, 'in': 1, 'side': 1, 'and': 1, 'top': 1, 'of': 1, 'when': 1, 'open': 1, 'i': 1, 'found': 1, 'so': 1, 'much': 1, 'on': 1, 'screen': 1})"
Upset with Camera quality and slow charging,3,Bad cam clarity when i compare it opp f11.It charges slows.Screen clarity is also not good.Phone is bit bulkier.,Upset with Camera quality and slow charging Bad cam clarity when i compare it opp f11.It charges slows.Screen clarity is also not good.Phone is bit bulkier.,"Counter({'clarity': 2, 'it': 2, 'is': 2, 'upset': 1, 'with': 1, 'camera': 1, 'quality': 1, 'and': 1, 'slow': 1, 'charging': 1, 'bad': 1, 'cam': 1, 'when': 1, 'i': 1, 'compare': 1, 'opp': 1, 'f11': 1, 'charges': 1, 'slows': 1, 'screen': 1, 'also': 1, 'not': 1, 'good': 1, 'phone': 1, 'bit': 1, 'bulkier': 1})"
Battery pack and speed.,5,Really the product is value for money...with good battery pack...tremendous  speed...good sound quality...good camera...ultra fast charging...handy too...,Battery pack and speed. Really the product is value for money...with good battery pack...tremendous  speed...good sound quality...good camera...ultra fast charging...handy too...,"Counter({'good': 3, 'battery': 2, 'pack': 2, 'speed': 2, 'and': 1, 'really': 1, 'the': 1, 'product': 1, 'is': 1, 'value': 1, 'for': 1, 'money': 1, 'with': 1, 'tremendous': 1, 'sound': 1, 'quality': 1, 'camera': 1, 'ultra': 1, 'fast': 1, 'charging': 1, 'handy': 1, 'too': 1})"
Disappointed,3,Finger print reader very less responsive. Camera quality not up to the mark. Slow processor.,Disappointed Finger print reader very less responsive. Camera quality not up to the mark. Slow processor.,"Counter({'disappointed': 1, 'finger': 1, 'print': 1, 'reader': 1, 'very': 1, 'less': 1, 'responsive': 1, 'camera': 1, 'quality': 1, 'not': 1, 'up': 1, 'to': 1, 'the': 1, 'mark': 1, 'slow': 1, 'processor': 1})"
